X,Y
3,73
17,82
59,97
71,54
27,19
76,43
42,97
77,53
11,10
19,99
67,55
61,26
3,87
33,40
19,60
79,60
38,31
64,73
35,2
44,71
48,79
22,30
89,1
55,17
93,73
47,5
63,22
15,40
60,69
69,32
74,55
24,56
71,78
26,66
3,94
46,28
22,9
33,98
42,98
3,88
89,29
52,96
39,74
42,30
58,35
18,95
97,96
51,13
71,77
91,30
63,50
14,7
5,90
60,30
84,70
44,39
27,24
55,69
8,83
27,10
71,25
43,59
64,54
92,81
90,18
47,32
61,73
51,54
2,63
99,87
94,18
58,18
68,24
99,10
10,2
73,20
35,25
90,100
41,88
26,23
10,54
69,57
10,45
99,90
4,67
66,40
41,71
7,93
3,14
11,49
40,69
57,4
96,98
45,26
27,94
24,83
17,21
36,2
3,7
16,48
76,43
30,49
96,63
43,28
36,44
93,95
44,58
23,80
92,70
21,14
92,34
64,47
59,78
63,32
36,28
47,69
71,74
34,56
34,70
47,6
16,34
60,79
7,79
56,61
59,77
61,92
40,79
52,51
50,70
37,40
26,82
52,11
16,99
39,70
37,100
26,41
90,73
66,34
69,15
84,40
19,36
27,59
64,84
1,93
72,34
13,99
51,98
60,85
38,49
44,12
14,22
58,37
58,5
20,41
67,65
90,52
50,11
53,23
97,70
18,97
88,35
80,63
49,41
51,45
49,50
86,5
13,53
88,4
96,17
73,64
32,16
14,27
65,60
66,94
94,9
28,7
47,27
86,31
66,96
77,14
2,94
69,95
15,3
59,42
70,35
50,50
24,90
87,80
11,95
92,73
28,8
71,45
61,74
83,55
39,85
37,84
45,14
59,88
54,15
9,89
83,42
49,63
79,35
88,12
95,73
87,79
37,78
20,69
36,80
80,70
3,44
31,95
94,49
70,100
52,68
50,2
31,5
57,12
88,69
54,79
4,4
39,52
60,87
7,48
69,100
12,93
27,58
35,58
27,86
86,8
76,6
80,92
26,52
7,73
79,28
26,95
7,8
24,15
36,25
28,44
65,80
56,44
3,58
60,91
5,21
65,48
2,57
38,20
4,50
24,90
86,13
99,63
6,26
1,17
37,99
49,71
5,42
77,39
60,48
84,31
76,32
57,87
97,84
34,57
49,2
39,91
19,1
69,31
71,76
98,57
28,11
17,11
29,44
58,5
82,59
91,77
98,47
94,27
87,78
12,78
74,92
23,5
5,46
60,40
75,44
9,79
6,18
19,63
58,14
12,87
8,87
17,86
41,32
17,86
46,91
13,17
18,34
9,28
95,39
96,84
22,39
38,72
58,69
74,61
8,22
59,85
67,23
77,9
35,100
99,83
81,59
5,82
69,80
32,19
17,78
16,77
14,29
46,16
9,53
45,25
37,21
41,43
28,85
39,20
52,9
9,16
13,8
62,82
55,30
54,65
44,2
81,62
26,89
61,88
62,2
32,23
18,74
4,80
3,85
19,61
42,78
66,93
82,76
46,40
27,69
96,51
4,47
83,91
72,16
51,23
12,71
86,21
33,9
89,7
93,41
20,1
36,53
68,27
30,12
27,92
77,41
35,5
55,73
68,69
29,38
61,37
19,80
31,4
73,74
19,47
57,20
55,40
92,19
99,68
1,21
14,22
53,68
62,38
8,54
23,67
93,12
63,82
85,14
74,46
28,69
96,1
50,77
93,14
84,80
45,58
15,58
41,10
90,5
13,14
8,59
88,73
92,6
82,97
91,61
79,44
81,67
65,99
75,7
43,24
82,69
1,27
27,83
44,64
16,33
17,8
80,7
42,65
91,8
40,85
19,81
43,91
7,42
64,15
80,6
80,20
44,100
99,90
19,70
87,25
56,56
80,15
28,46
39,27
59,44
54,67
99,96
44,36
72,64
60,69
64,70
76,15
21,100
74,9
91,100
79,56
40,66
56,85
78,75
31,71
45,37
88,93
97,94
4,97
47,58
39,24
90,4
85,81
43,61
65,30
48,60
51,81
76,94
32,45
35,44
50,36
88,10
25,17
26,29
89,74
37,44
40,78
12,71
94,52
7,2
95,46
48,55
69,22
14,92
15,43
92,36
19,12
16,54
64,74
20,69
39,30
66,92
11,46
92,95
9,70
31,70
47,85
88,58
86,94
17,85
12,83
17,7
56,49
50,82
89,87
41,23
65,20
95,7
5,1
92,12
46,7
90,36
72,18
94,90
24,19
21,34
99,37
89,33
43,88
49,1
92,55
97,81
79,36
83,10
50,43
57,88
67,76
95,34
11,97
75,77
16,37
50,100
14,71
54,50
16,16
40,85
47,59
23,64
15,74
70,64
99,73
71,40
89,70
27,89
75,40
81,31
64,25
82,25
6,31
22,67
68,4
62,86
10,20
12,70
4,11
28,85
76,26
53,25
91,11
72,21
46,19
34,42
44,10
93,11
39,6
38,16
28,50
94,37
29,86
32,92
15,67
83,6
80,35
46,12
93,96
59,62
65,74
82,72
12,68
91,3
6,90
70,100
87,23
49,88
65,48
76,84
21,44
88,76
55,43
70,35
91,13
57,81
93,73
68,84
34,49
35,77
48,55
78,100
32,72
80,19
95,65
49,61
90,81
10,18
33,100
15,15
84,49
66,16
77,52
87,72
35,26
36,65
34,8
95,7
2,33
68,2
10,53
30,56
40,78
72,84
19,82
65,24
54,70
40,58
88,72
67,24
65,45
70,44
15,29
52,27
39,35
15,4
54,71
13,9
34,81
34,6
63,72
47,4
90,52
66,20
71,85
39,78
33,12
59,89
5,92
100,66
43,18
45,62
50,37
45,29
87,86
93,25
17,90
31,96
30,65
52,80
5,71
50,97
25,64
29,29
8,5
57,78
71,33
36,89
17,98
92,4
49,64
14,97
61,70
21,84
38,70
2,89
4,89
36,86
39,74
42,94
26,79
18,13
44,23
48,24
97,75
61,93
6,41
4,99
29,91
68,24
21,18
19,92
23,43
18,3
28,91
37,7
16,34
13,9
92,81
12,62
59,86
57,65
77,100
72,100
58,16
93,65
69,100
13,37
57,73
40,59
67,33
22,57
92,100
26,89
83,55
61,35
3,61
53,8
34,93
59,66
44,80
93,32
71,69
60,55
6,72
78,36
57,38
5,41
2,73
6,13
84,56
82,23
69,89
23,19
7,89
40,42
52,29
31,33
79,43
29,31
48,6
98,25
71,63
2,20
41,12
65,17
31,45
68,68
81,92
36,62
24,49
41,62
32,85
9,45
98,34
99,46
30,90
12,42
26,72
31,13
45,92
48,34
3,14
54,20
99,39
13,88
95,27
68,69
61,22
22,94
18,85
42,61
42,55
28,14
96,6
79,87
97,17
17,4
60,84
18,17
93,53
41,46
52,42
50,85
21,27
65,48
3,59
74,84
22,69
23,24
79,8
79,51
83,96
97,64
77,8
28,56
46,71
56,71
91,100
82,66
61,42
88,59
26,50
96,83
20,7
4,24
21,84
19,72
1,26
81,75
1,80
18,56
8,14
82,100
26,36
7,25
2,40
75,78
36,1
62,90
32,39
25,29
73,49
87,12
89,20
66,58
7,9
31,43
63,19
82,60
24,94
98,44
45,42
36,52
1,42
63,33
80,35
39,35
44,9
49,87
94,44
97,98
73,3
66,86
44,33
83,85
48,36
88,97
24,91
57,8
12,91
76,19
65,13
13,26
92,82
36,19
23,26
26,25
66,74
28,41
49,95
4,70
80,41
45,97
45,82
52,39
92,100
80,59
98,8
47,78
38,58
18,17
85,44
94,54
49,44
92,52
34,73
64,82
72,71
39,1
46,25
70,41
7,25
53,29
74,94
37,14
57,59
43,73
73,81
6,26
46,15
51,57
76,18
41,62
42,64
66,9
80,65
41,60
54,7
37,52
10,83
8,33
30,12
2,60
28,99
77,74
38,71
72,12
86,37
27,48
21,14
48,30
27,24
82,36
3,56
63,67
28,6
38,26
54,78
52,15
66,93
22,68
2,84
75,34
14,91
14,84
75,62
14,18
11,2
42,98
50,83
28,82
26,73
10,29
33,64
82,65
5,56
100,14
19,72
96,77
65,23
69,20
71,80
91,69
45,73
65,95
59,60
59,70
72,79
53,30
18,33
15,22
37,32
11,14
98,85
81,82
15,93
29,43
27,21
83,38
97,20
52,56
70,9
54,100
92,38
5,30
24,14
54,93
59,22
27,78
43,9
93,75
76,24
34,90
32,100
76,89
62,61
33,65
20,11
87,97
88,41
62,32
4,30
41,51
87,72
25,45
14,68
49,15
57,13
13,48
99,62
36,6
56,11
34,19
39,47
93,82
81,96
11,72
94,13
90,63
55,51
37,90
38,78
90,16
26,96
67,38
67,39
31,24
22,36
76,63
50,21
15,77
9,78
73,80
16,35
30,11
90,30
44,14
36,4
57,27
66,32
11,63
21,4
81,23
18,5
21,5
36,37
67,65
93,42
47,52
7,44
15,29
9,68
41,78
5,3
47,63
30,89
62,99
95,78
81,22
5,89
36,18
91,68
9,4
59,29
82,81
89,90
62,59
99,91
82,72
95,63
21,64
86,53
19,95
83,73
32,42
88,58
21,24
50,99
89,5
40,17
21,47
72,10
60,20
61,59
37,66
13,72
48,69
42,44
81,21
25,3
55,76
23,40
58,75
91,14
31,62
20,2
95,90
59,73
49,59
38,37
95,5
9,17
13,97
59,71
86,88
42,96
29,14
40,2
72,59
2,76
45,13
70,76
83,99
98,91
52,26
12,75
19,36
28,47
84,80
17,74
57,98
53,43
29,53
66,4
7,95
26,65
9,4
62,30
6,33
86,53
81,61
44,86
39,29
30,55
38,39
88,13
57,33
14,92
17,65
52,5
12,10
10,88
89,34
51,28
73,13
81,8
37,88
57,85
94,78
2,92
86,51
36,2
33,52
47,73
72,34
99,44
36,85
69,35
32,39
3,8
22,29
22,58
22,6
41,19
69,26
23,34
54,37
19,31
46,32
41,29
60,72
23,87
31,70
53,49
64,60
46,84
49,97
89,15
25,92
93,39
64,71
27,66
58,9
18,34
1,20
99,9
42,50
31,33
90,23
92,64
21,90
18,23
39,88
3,91
21,56
26,78
20,43
83,76
32,83
6,34
60,94
95,57
4,5
59,17
98,19
89,93
58,71
61,78
67,89
30,29
13,99
75,16
83,94
34,70
37,27
17,31
73,31
20,44
21,80
43,45
40,49
41,10
48,48
77,30
100,100
63,72
76,66
45,27
43,88
9,48
79,17
20,27
47,78
68,64
29,9
2,66
3,47
36,92
1,8
62,92
82,84
36,68
45,85
26,12
94,57
76,12
83,56
96,48
53,40
96,30
56,16
52,22
43,17
25,93
41,54
40,76
20,52
16,87
84,91
13,44
61,34
77,83
6,77
99,66
25,98
84,100
90,60
65,78
95,45
97,35
52,56
35,100
90,60
85,20
68,33
10,1
8,96
30,38
38,1
8,93
27,35
77,78
42,88
45,30
58,38
78,23
97,40
93,30
25,14
54,29
39,11
14,6
62,20
36,85
59,79
6,68
81,67
56,8
85,8
46,69
100,74
37,91
85,18
19,68
100,4
84,64
97,35
32,78
6,42
100,31
62,21
50,89
79,60
22,93
20,34
51,83
75,19
41,56
49,71
86,11
74,95
78,72
93,50
89,3
48,84
37,31
53,77
69,55
97,38
3,33
86,73
51,25
22,38
52,49
11,91
75,70
18,23
56,43
96,15
75,25
29,15
14,96
60,42
55,65
8,39
81,52
10,79
45,12
26,95
43,31
54,30
25,88
2,20
58,64
61,68
100,95
38,31
66,58
17,9
8,5
80,37
13,18
42,23
2,63
48,43
8,24
67,34
27,4
73,24
10,14
35,32
30,50
76,23
18,28
94,97
52,40
61,95
76,95
51,49
52,15
23,61
96,41
75,44
38,9
66,1
72,28
40,68
65,16
96,56
41,41
64,69
13,15
72,87
91,77
81,67
24,55
57,4
39,62
14,14
50,47
32,3
63,19
34,82
21,51
26,73
36,29
30,89
64,14
74,28
63,81
37,73
97,39
7,11
13,38
5,25
70,30
31,92
50,34
57,37
16,81
28,30
43,24
67,57
79,49
76,72
26,8
70,19
50,12
84,59
4,73
100,72
36,66
75,53
50,45
85,94
17,46
55,53
71,32
97,41
35,79
61,29
8,51
25,31
54,84
64,1
52,21
35,89
39,4
72,15
30,44
1,66
91,41
74,51
44,80
4,14
37,98
100,59
34,31
7,2
2,48
38,67
34,97
69,39
10,54
3,77
21,14
69,84
26,17
47,26
44,11
52,39
65,52
57,46
19,11
2,31
20,18
43,16
84,9
89,44
90,99
3,54
58,2
16,99
71,63
100,38
54,60
4,64
72,22
20,71
58,87
5,95
72,6
1,70
99,21
54,81
78,94
15,25
24,83
84,21
38,16
50,72
21,38
20,8
74,71
3,1
97,10
36,1
41,57
40,37
25,72
87,7
63,60
47,12
57,82
76,40
14,15
72,7
70,38
5,74
38,89
57,32
26,29
11,58
83,34
99,74
58,44
41,36
84,9
75,73
71,80
45,17
91,52
7,47
2,98
4,39
71,66
93,4
57,68
20,94
68,32
94,66
8,50
5,10
4,12
16,42
95,4
63,42
37,57
77,72
41,73
44,19
50,60
76,27
76,61
76,46
87,14
61,22
31,62
55,70
48,48
88,88
8,67
98,22
52,69
2,84
83,76
7,88
6,52
62,25
9,37
35,44
89,92
70,96
55,1
66,49
40,55
29,87
30,7
99,61
19,52
60,97
45,83
71,8
6,27
36,22
46,78
66,60
76,92
41,64
83,21
40,4
82,72
59,51
48,39
78,88
59,61
66,51
89,16
64,79
45,79
60,70
9,85
28,81
17,63
30,99
37,77
31,23
88,91
31,64
4,22
78,16
77,10
38,67
52,89
58,100
3,56
94,57
59,53
32,85
51,27
21,92
89,66
59,16
79,27
78,91
55,98
39,66
23,10
85,12
5,82
87,84
72,57
42,29
23,5
75,56
22,93
51,54
44,94
59,64
60,87
6,59
59,89
33,81
10,6
8,91
33,81
11,66
11,6
74,13
59,4
56,80
43,41
14,69
4,1
65,66
56,40
9,95
78,12
99,82
74,45
30,21
33,84
41,74
75,50
57,76
10,62
69,88
15,40
75,21
84,27
83,91
51,69
65,24
16,96
53,78
35,37
24,54
40,26
21,24
27,40
7,21
26,82
22,79
23,83
8,73
13,97
96,36
63,75
100,89
25,5
95,39
45,69
71,6
39,92
58,39
7,8
56,53
24,13
11,94
84,60
100,28
59,86
7,1
22,11
37,43
1,11
21,20
30,13
16,26
67,87
43,50
63,84
71,68
43,28
71,78
35,72
64,92
68,38
55,66
84,58
30,46
17,96
60,33
15,72
66,55
83,77
20,6
63,54
39,52
57,100
79,67
76,50
15,61
6,6
20,99
49,50
89,49
40,18
27,68
26,41
24,54
89,1
94,92
42,33
48,42
82,28
20,60
94,78
70,94
1,89
86,66
24,82
94,55
98,20
37,61
40,56
88,89
28,58
45,44
79,17
50,17
4,90
97,12
27,45
18,39
46,24
51,19
64,26
92,92
24,37
41,72
4,77
43,63
32,17
98,45
61,73
33,31
27,99
22,71
67,5
22,6
86,63
74,37
2,75
81,59
12,23
74,98
42,54
44,46
23,100
5,88
97,14
89,46
24,24
100,23
32,49
79,100
51,72
84,48
42,51
100,84
83,66
30,17
2,57
68,35
18,22
15,98
51,52
59,43
52,54
97,51
30,91
21,83
64,49
50,52
54,84
60,56
80,84
51,35
33,79
68,48
87,84
9,85
81,16
66,32
43,68
95,48
89,20
99,62
14,74
42,94
86,23
77,76
5,76
37,88
75,67
24,34
77,29
85,92
97,63
78,57
50,11
59,7
53,94
76,15
16,27
47,39
50,36
11,29
17,37
85,88
54,42
31,52
86,73
81,28
5,38
63,40
63,14
9,52
37,13
42,29
19,31
18,31
57,83
23,86
11,18
57,22
50,61
49,6
20,47
71,50
92,53
49,96
46,47
15,95
98,5
69,8
50,91
64,69
28,57
78,87
72,33
77,91
34,28
91,86
13,91
77,74
40,11
36,46
34,54
54,1
89,29
79,73
87,56
70,72
46,33
5,94
20,29
9,59
71,69
32,2
18,83
98,33
83,73
36,52
16,42
74,77
95,15
37,48
48,100
97,29
94,48
69,92
15,41
37,33
30,29
18,37
1,9
9,26
51,29
24,74
34,54
79,81
43,51
9,60
65,77
39,11
4,38
10,75
65,95
25,53
20,12
100,37
99,4
59,19
71,58
17,4
94,95
72,68
64,12
52,52
45,7
60,2
69,82
33,72
39,69
78,74
44,49
95,27
58,28
22,13
30,76
70,13
58,9
76,32
7,63
75,8
94,77
18,37
39,7
14,56
80,84
84,30
41,1
74,21
14,37
45,61
9,39
95,95
49,86
74,54
37,76
37,44
32,35
39,99
43,85
68,6
12,26
6,29
94,24
82,64
38,40
26,75
65,95
78,7
27,87
5,83
14,51
46,34
50,84
65,20
71,59
80,12
96,8
24,41
81,67
70,56
72,63
40,6
82,37
88,25
92,95
91,71
45,20
48,38
35,31
3,7
71,64
15,79
36,89
44,16
46,53
76,13
97,79
40,38
86,50
81,100
90,46
47,16
38,68
52,89
47,97
77,17
17,77
66,47
39,7
93,41
29,3
91,86
88,81
54,77
30,54
84,77
34,47
87,29
69,92
38,64
16,5
48,69
4,90
66,38
63,19
32,80
24,17
97,55
20,97
35,33
25,95
37,2
71,66
78,12
98,9
5,63
77,57
29,29
4,90
67,42
61,52
55,11
14,39
22,63
100,57
76,88
100,14
11,68
18,98
66,10
7,91
88,54
37,51
60,14
1,90
56,90
81,90
10,85
59,65
67,46
53,25
27,63
83,27
73,93
21,49
48,97
7,16
6,37
45,5
98,99
24,73
79,16
92,25
47,81
77,15
88,25
50,42
15,98
26,52
74,92
37,30
50,73
89,28
6,58
40,73
1,58
10,90
89,65
2,22
88,29
45,18
58,31
64,78
7,35
83,86
70,94
75,4
19,37
6,53
99,53
30,75
74,77
19,85
32,66
6,72
68,83
49,62
80,11
82,81
43,21
65,56
70,81
15,29
6,1
43,99
93,10
4,88
5,100
74,12
50,45
20,52
28,18
92,46
63,7
87,84
98,70
83,93
96,46
48,10
21,68
71,70
87,93
35,8
57,31
92,68
10,72
55,60
100,58
86,67
36,83
70,72
48,98
59,91
83,89
45,91
57,32
71,66
16,11
98,28
62,92
8,58
52,52
66,99
59,18
8,34
56,43
1,40
77,35
50,49
8,93
8,94
79,93
16,98
77,59
62,45
34,65
81,45
52,57
13,76
79,39
69,70
33,58
3,27
97,21
53,42
69,63
60,14
45,54
26,68
92,69
37,94
64,31
40,45
66,95
49,86
73,16
31,88
14,40
20,81
45,16
78,3
94,48
95,78
31,98
44,35
49,80
35,8
72,48
47,35
75,93
76,33
87,79
87,2
21,37
88,48
78,23
74,5
42,24
86,18
45,2
80,52
48,15
89,73
13,38
73,33
34,75
79,18
88,55
24,73
98,65
23,53
35,8
17,9
43,69
82,14
89,30
44,39
61,73
49,83
9,31
2,10
80,11
15,88
16,63
33,53
27,95
56,30
83,59
93,99
47,4
92,38
55,47
58,13
57,25
79,93
76,69
54,49
12,61
62,23
86,91
92,34
30,71
72,86
60,11
13,64
43,81
86,38
30,66
57,16
47,83
86,48
68,80
76,81
30,1
90,31
17,26
61,45
52,72
87,34
5,93
97,84
58,50
5,9
89,100
18,74
39,43
14,65
63,43
53,1
55,36
27,20
37,66
41,75
28,81
46,81
16,99
17,72
62,66
13,34
27,27
26,44
20,74
99,38
46,44
20,35
41,14
34,2
49,68
61,28
100,61
9,21
60,62
52,54
89,82
4,84
45,6
54,97
89,85
32,86
88,1
52,69
19,70
15,100
25,7
38,87
31,39
41,48
100,9
1,68
72,8
14,25
71,64
29,47
50,55
88,70
27,13
54,67
41,52
17,59
98,52
58,59
40,81
49,61
45,11
57,59
34,60
99,75
58,33
3,78
94,15
43,52
22,42
49,42
57,46
99,17
26,22
86,6
71,81
68,27
70,96
2,41
77,5
18,82
88,94
48,90
82,36
48,1
14,88
52,62
5,44
90,90
6,2
88,93
8,20
69,35
72,24
64,56
30,82
99,29
8,61
64,40
56,47
38,22
83,6
69,55
83,31
28,45
8,54
9,24
71,92
34,60
52,4
69,89
17,68
41,4
28,29
19,25
5,20
14,7
65,73
24,74
76,28
62,25
70,16
10,78
61,8
91,88
82,47
41,96
91,51
19,81
100,74
37,71
80,81
85,19
88,52
38,61
95,48
80,98
26,48
77,61
63,6
56,45
55,50
43,5
54,76
93,58
98,44
18,22
94,24
36,86
54,2
5,78
78,22
52,96
52,38
65,68
62,59
74,41
97,53
47,85
57,82
12,72
31,94
29,72
75,26
66,70
13,44
62,60
37,75
55,12
28,12
41,34
92,13
75,100
36,51
50,56
58,63
7,93
60,52
98,72
4,65
65,52
98,19
34,76
12,33
28,37
60,95
15,67
73,57
50,52
25,78
8,64
61,96
95,80
4,44
90,100
25,75
70,32
36,35
70,87
63,21
55,27
27,29
57,23
10,74
20,89
44,94
12,24
51,82
33,25
11,88
71,24
78,20
58,10
53,41
50,14
54,89
10,42
41,50
68,83
33,89
7,59
3,22
28,23
67,43
16,12
1,45
35,57
72,36
35,17
60,12
85,55
69,89
90,87
36,4
54,16
94,61
39,38
85,27
40,80
71,43
82,37
14,16
21,88
25,15
78,79
46,7
24,27
76,6
79,61
11,95
60,95
66,91
42,91
32,41
32,30
15,97
53,95
91,95
19,47
92,14
48,28
2,44
98,20
22,12
39,27
96,42
96,81
81,85
81,3
34,93
65,12
70,24
72,58
29,9
80,50
40,63
98,48
23,40
60,66
3,46
46,68
97,69
5,3
35,19
50,33
21,20
48,33
3,38
48,71
74,100
22,1
68,25
27,86
73,72
24,78
61,81
67,93
84,56
74,15
94,41
39,1
44,28
24,9
74,82
90,2
31,44
40,6
33,88
94,54
22,57
11,70
65,89
27,65
2,76
25,35
58,82
66,21
15,38
38,36
47,94
2,20
52,53
23,61
30,73
89,43
13,54
100,86
84,17
84,93
30,2
100,21
29,13
88,40
100,12
52,3
15,62
89,68
99,15
96,21
52,32
4,64
16,60
32,93
10,63
69,71
87,77
39,63
59,91
10,13
89,19
14,61
28,70
77,45
6,57
48,92
70,95
52,45
33,2
16,32
54,86
14,20
37,53
6,15
80,41
78,7
88,99
66,71
100,93
31,26
26,35
27,71
71,53
79,68
45,33
99,98
44,36
94,21
47,73
54,54
1,54
81,43
59,55
68,43
61,12
66,68
9,90
3,85
81,90
78,82
97,100
48,41
68,64
15,65
86,29
49,24
72,80
28,26
7,99
73,22
100,50
88,60
53,18
4,62
35,84
86,30
52,12
79,59
84,76
61,76
81,45
24,37
91,47
17,28
19,94
87,48
27,50
59,98
61,28
4,97
5,80
84,30
78,28
35,78
22,12
48,54
5,42
21,69
54,58
5,73
19,83
70,16
18,86
67,44
29,66
97,52
22,69
6,20
9,80
26,67
96,8
95,7
84,77
77,53
37,39
47,4
81,27
33,26
59,63
93,84
32,8
89,81
77,99
20,86
29,13
45,43
70,95
88,74
75,35
55,17
80,39
97,87
22,74
92,25
47,55
35,89
34,53
55,40
98,64
79,1
96,67
70,13
16,11
93,94
97,21
97,8
37,52
20,40
51,10
28,13
79,3
91,90
38,62
41,98
73,60
14,11
38,29
27,36
31,13
1,1
72,73
75,53
30,15
41,52
36,53
19,38
55,22
22,41
78,72
87,25
63,45
78,6
75,34
67,99
38,61
41,31
3,21
73,30
7,73
8,26
95,84
22,33
95,66
36,74
57,56
29,48
12,65
100,50
16,26
69,78
63,6
5,24
33,28
58,5
87,26
30,77
16,80
29,58
90,57
11,98
3,99
67,80
39,31
19,28
58,26
89,18
75,49
37,94
4,25
71,48
98,41
98,95
61,37
26,31
82,49
52,48
78,65
29,92
50,85
42,91
19,28
47,34
7,74
37,35
47,7
6,12
56,8
32,86
14,90
43,21
30,25
88,12
46,9
14,30
11,21
42,30
98,17
35,35
55,92
88,85
14,22
67,3
31,25
90,54
15,81
4,83
34,4
92,27
3,84
50,80
57,12
8,56
63,17
93,19
13,75
53,100
29,84
51,45
30,94
65,66
35,85
79,8
34,86
60,94
90,65
41,33
96,33
76,14
30,89
32,80
62,21
35,25
64,54
18,52
52,99
79,98
46,20
7,52
5,3
70,70
86,45
73,81
2,78
93,75
69,20
94,27
66,71
95,43
56,1
22,81
41,31
71,86
12,1
61,13
75,10
68,62
2,78
14,38
27,70
68,8
19,27
31,58
70,78
45,66
62,14
47,31
5,19
34,74
83,75
100,77
34,99
62,82
52,68
68,64
9,18
1,86
30,50
88,26
27,3
30,63
35,47
10,1
37,71
64,43
20,1
58,62
38,71
42,2
89,92
26,100
82,70
82,66
85,32
32,7
18,100
57,38
29,4
20,34
96,96
99,82
30,45
28,34
94,26
23,65
81,72
83,57
34,59
44,17
50,55
50,61
34,32
75,56
87,42
9,14
2,17
79,28
9,22
89,15
7,58
20,16
97,2
11,13
82,47
16,87
56,17
19,35
16,89
79,73
54,97
56,41
28,52
15,38
30,13
39,46
68,50
6,98
86,2
50,62
80,13
44,3
88,19
69,71
41,71
10,99
86,75
83,38
7,72
44,90
62,11
65,11
4,50
87,40
73,80
4,5
98,87
83,76
90,30
65,81
13,87
70,10
41,82
19,95
25,85
46,74
61,79
98,29
89,90
54,1
24,40
11,76
19,43
26,40
46,80
68,5
19,3
81,77
87,45
25,2
6,42
38,5
75,5
29,70
59,80
8,95
25,35
67,92
44,31
7,22
20,60
6,80
69,19
99,16
50,11
45,34
70,61
89,29
87,70
46,52
25,11
98,78
25,95
10,57
7,95
83,26
25,13
78,67
58,43
76,84
93,43
9,36
65,36
47,64
96,38
98,3
41,2
1,47
41,41
64,98
57,31
79,40
13,21
42,88
95,61
50,15
87,41
3,88
37,73
48,96
6,34
22,16
30,14
33,23
59,91
36,49
62,4
66,10
36,37
31,60
49,88
49,97
11,62
93,98
95,48
50,28
62,26
10,52
15,13
23,70
22,96
22,11
63,11
33,33
3,81
74,19
9,62
53,57
12,64
72,7
17,3
9,91
3,41
5,42
31,54
43,33
37,83
8,20
45,74
20,88
43,65
54,51
57,74
42,68
47,49
20,16
55,4
3,63
100,86
19,1
34,52
71,48
79,70
44,88
35,44
34,12
13,4
77,88
83,21
32,59
59,48
59,9
15,28
93,50
55,88
75,76
1,43
9,41
44,30
96,60
59,57
47,12
15,19
30,59
21,53
14,64
25,49
98,14
71,98
52,7
44,100
26,3
58,20
37,58
96,11
44,7
29,88
28,62
81,1
96,79
95,14
53,94
94,47
40,41
32,7
42,83
55,47
60,18
19,22
72,40
97,49
70,15
57,16
17,96
89,57
82,58
34,13
28,79
49,24
57,49
45,32
32,5
84,74
59,5
59,81
4,47
45,99
19,40
37,49
10,55
2,52
78,100
19,28
52,9
71,97
52,81
35,23
54,81
8,26
97,90
30,42
59,49
83,93
56,31
68,81
14,26
22,68
69,23
56,31
52,32
39,65
56,23
59,22
9,50
95,44
9,89
64,87
9,99
5,83
52,7
55,93
31,68
23,48
54,90
19,61
9,77
87,29
85,61
96,3
86,28
41,27
15,32
10,81
64,35
14,75
13,80
24,3
34,48
97,62
15,3
23,76
100,12
96,10
63,1
44,63
29,54
1,7
66,23
29,72
19,11
72,23
51,92
60,36
83,99
63,15
44,67
80,10
51,14
57,75
19,60
20,43
18,32
92,16
17,70
98,66
67,52
65,43
16,40
55,84
99,94
87,97
50,32
59,77
4,77
16,71
53,66
19,30
92,89
96,90
29,24
22,44
13,96
68,100
28,50
3,89
58,10
16,67
87,66
20,17
11,51
28,21
25,83
40,94
69,51
88,95
22,93
74,4
66,92
29,48
33,51
2,63
5,8
24,41
13,43
19,45
3,74
66,73
88,26
74,44
1,42
75,13
11,18
55,62
77,87
49,100
76,94
64,60
8,43
21,48
8,73
9,75
82,32
60,37
58,75
99,49
81,69
31,76
28,52
97,22
5,95
10,46
64,93
41,98
2,31
84,24
90,76
48,60
80,11
33,85
24,95
70,36
91,76
49,31
84,42
46,88
89,9
49,61
1,45
81,36
73,59
54,7
70,37
61,42
16,43
44,66
45,1
6,37
65,47
2,84
84,66
9,93
45,70
13,85
87,43
74,37
53,77
81,56
5,89
27,90
94,23
71,93
46,41
86,94
75,45
46,30
72,57
13,48
62,5
70,35
68,94
63,23
26,7
13,73
7,30
41,2
35,65
27,86
98,95
87,10
29,14
63,98
38,41
76,77
37,16
49,28
8,92
33,90
12,54
33,10
72,85
85,5
83,51
31,86
58,96
73,15
11,72
48,2
73,42
53,74
31,34
72,36
17,64
10,38
85,79
23,93
61,82
97,83
12,95
92,6
32,28
13,48
88,61
48,47
97,15
65,66
85,7
38,61
39,27
36,4
29,2
19,85
88,56
19,47
94,56
70,84
55,75
62,84
44,42
74,17
57,59
98,50
76,88
3,38
64,5
94,72
100,70
11,62
95,22
64,3
45,1
1,6
29,9
79,73
29,76
28,96
54,70
80,82
65,72
38,100
100,6
96,25
49,62
24,65
44,3
49,15
85,98
40,63
68,83
21,80
8,26
2,71
53,22
24,44
30,73
18,43
33,92
81,44
30,38
39,65
75,70
3,63
96,43
21,16
34,28
60,75
89,15
66,28
27,67
79,31
28,6
37,42
62,61
99,98
35,79
99,19
4,75
11,31
1,19
32,34
32,74
19,21
69,49
95,93
15,81
54,17
36,8
17,30
71,25
67,3
66,97
6,23
53,75
66,89
29,4
66,80
30,54
